Distance(ft),ch0_dB_20260202_204320,ch1_dB_20260202_204320,ch2_dB_20260202_204320,ch3_dB_20260202_204320,ch4_dB_20260202_204320,ch5_dB_20260202_204320
358.03632582426775,-32.43329695885173,-48.21763061212288,-50.83245754577332,-48.806602009380555,-42.07367819762989,-16.20181845436528
362.51177989707116,-50.53397662202404,-47.06808160892979,-48.899677020005754,-56.18606482549764,-49.48280141236036,-16.921664979167726
366.98723396987447,-58.76844118346726,-51.42800504095611,-52.78454455957907,-47.31657900942804,-47.35809513715665,-24.85222042186114
371.4626880426778,-48.193604001028596,-46.94275327107832,-54.92878332305037,-44.97625775012298,-49.874234280069096,-24.999920125334036
375.93814211548124,-40.63877007568324,-41.57176165013961,-52.48019696374748,-52.08203322402162,-48.00037770441895,-28.11547200634589
380.4135961882845,-49.23232938827891,-45.53446451951498,-54.270245308294136,-51.2344146260034,-47.15938573783057,-29.816885758331097
384.8890502610878,-51.25492361776064,-46.73651339333509,-63.166852950469696,-49.30415249115298,-48.05901537952267,-30.868997364896494
389.36450433389126,-54.16772968369906,-46.63279672407478,-58.51472673358623,-47.095928790016075,-48.02949145768984,-31.390024857530786
393.8399584066947,-47.46306861158544,-47.8275368277133,-55.90185162575007,-49.46565585399611,-50.60038153386138,-32.0789868865277
398.3154124794979,-24.415252404969458,-29.816885758331097,-33.840303057874635,-33.88696424086222,-36.62228643712244,-0.22626191501515527
402.7908665523012,-25.638670955310317,-29.92163220402678,-34.53295023283845,-39.13113869953588,-39.01729656939651,-13.159059891069187
407.2663206251046,-38.805656737274624,-40.94984883355902,-44.724828867294704,-63.58444540153951,-44.29798770554819,-14.260592138709569
411.74177469790806,-42.942436521167615,-42.82196036883051,-48.12351095327219,-65.91976728399518,-45.47126126879618,-17.057505686492426
416.2172287707113,-46.40381104129696,-41.67937815146782,-46.56180410640226,-62.05519453396512,-45.82562452913915,-22.775339167449033
420.6926828435146,-43.79539879869011,-41.23465522296367,-48.092432335073305,-46.075575410923676,-46.853560636249256,-23.37884838811329
425.1681369163181,-31.972358366492198,-36.69539007278465,-43.749317060363985,-45.78838302391358,-42.534509829997624,-28.27746456358932
429.64359098912144,-37.59231883023854,-44.44737138430384,-48.61609832837922,-55.41672366465697,-45.67967274566928,-29.83333041770615
434.11904506192457,-41.516197427236285,-42.65500947580347,-48.145159876579335,-54.843844449823685,-45.131340371813515,-30.51747022814228
438.59449913472804,-42.05837776783926,-41.820379190163564,-46.23000809270617,-49.932140165917225,-43.93597013728283,-30.823719350619378
443.0699532075314,-40.28410731479612,-38.0945590090226,-40.271832593189515,-41.43730977024627,-39.39624365348927,-31.567882764269793
447.54540728033487,-35.33625354419279,-32.223478059830136,-30.823719350619378,-31.75610960050244,-35.85273736260205,-32.18913035014144
452.020861353138,-30.985836380798084,-38.32991111074516,-43.53078465378281,-35.41515640030297,-42.35939023179269,-0.06484766972910191
456.49631542594136,-55.81637876667329,-53.18929262405942,-47.86046511789537,-47.60020857329568,-52.24988965144605,-13.221040909398168
460.9717694987447,-52.46127312665358,-58.64798059421216,-50.70197629022659,-50.18073418119088,-51.5316668912715,-15.084148701176447
465.4472235715482,-54.53243436959359,-51.93761954285571,-49.58998802044067,-48.937498877791306,-50.608294685408914,-17.32726481917894
469.92267764435144,-50.936827555719674,-50.79409690641604,-51.05966357903873,-49.74850211286573,-49.297584934921936,-19.56625122163483
474.3981317171548,-54.84985854977388,-51.45123623820918,-53.08666826181878,-50.66191268851723,-49.321004855414195,-25.67361111213276
478.87358578995816,-52.48113064389984,-55.59244476140311,-56.53690150554493,-51.24982607636531,-49.690024006394864,-25.80230172998734
483.3490398627615,-56.75117456670361,-50.52946418398945,-52.89731114243103,-53.29649875066142,-49.34716129629226,-30.28748149406504
487.8244939355649,-54.138859685279634,-51.52201417770276,-51.13265678270555,-52.94445035798005,-48.837417523766895,-31.75610960050244
492.2999480083681,-54.433615273466096,-52.749724276047075,-52.496655756844255,-54.49297209384238,-49.022846567366,-33.88696424086222
496.7754020811716,-70.40966118738473,-53.29443621431665,-50.76585101656327,-55.317363958057015,-48.80336325752965,-34.51779953887649
501.25085615397495,-57.75609557057337,-53.409720395530165,-53.836741630763846,-62.58682694731164,-46.56574083847502,-34.888704504034216
505.7263102267783,-49.84929192413389,-56.157311256164775,-46.46259898892231,-52.09743390078492,-49.07034560814335,2.748872401076845
510.20176429958144,-40.63989757040584,-42.235557327738896,-42.16804891912939,-53.39244045762055,-44.018768585836284,-15.164321936571339
514.677218372385,-22.73358314037271,-24.999920125334036,-28.27746456358932,-30.28748149406504,-35.32990749640725,-16.733823469089405
