Frequency(MHz),Power(dBmV/100kHz)_20260203_084000
198.6981,2.19
198.7981,-0.72
198.8981,-5.71
198.9981,-9.85
199.0981,-0.91
199.1981,1.54
199.2981,2.19
199.3981,1.91
199.4981,-0.72
199.5981,-9.48
199.6981,-6.93
199.7981,-1.29
199.8981,1.91
199.9981,1.44
200.0981,1.07
200.1981,-4.39
200.2981,-6.93
200.3981,-1.57
200.4981,1.54
200.5981,2.29
200.6981,1.54
200.7981,-2.32
200.8981,-12.49
200.9981,-5.99
201.0981,0.12
201.1981,2.29
201.2981,2.29
201.3981,1.16
201.4981,-2.42
201.5981,-10.13
201.6981,-2.79
201.7981,0.5
201.8981,1.35
201.9981,1.44
202.0981,-1.57
202.1981,-7.97
202.2981,-4.96
202.3981,-0.06
202.4981,2.1
202.5981,2.38
202.6981,0.69
202.7981,-4.58
202.8981,-14.46
202.9981,-2.6
203.0981,-0.82
203.1981,-0.82
203.2981,-3.64
203.3981,-10.79
203.4981,-20.02
203.5981,-15.97
203.6981,-6.93
203.7981,-1.66
203.8981,0.5
203.9981,-1.19
204.0981,-6.09
204.1981,-9.19
204.2981,-1.95
204.3981,1.35
204.4981,2.85
204.5981,1.82
204.6981,-0.91
204.7981,-8.82
204.8981,-7.88
204.9981,-0.72
205.0981,1.91
205.1981,2.76
205.2981,1.07
205.3981,-2.7
205.4981,-8.91
205.5981,-3.17
205.6981,-0.53
205.7981,1.07
205.8981,1.35
205.9981,-2.79
206.0981,-10.23
206.1981,-5.8
206.2981,-0.63
206.3981,2.19
206.4981,2.85
206.5981,2.85
206.6981,-1.66
206.7981,-12.96
206.8981,-4.49
206.9981,-0.53
207.0981,1.91
207.1981,1.16
207.2981,-0.16
207.3981,-5.9
207.4981,-6.75
207.5981,-0.82
207.6981,1.72
207.7981,1.63
207.8981,1.25
207.9981,-4.49
208.0981,-11.17
208.1981,-2.6
208.2981,2.48
208.3981,2.67
208.4981,1.72
208.5981,0.88
208.6981,-6.37
208.7981,-10.42
208.8981,-1.95
208.9981,0.31
209.0981,0.12
209.1981,-2.13
209.2981,-10.04
209.3981,-20.2
209.4981,-16.16
209.5981,-6.93
209.6981,-2.32
209.7981,-1.38
209.8981,-2.04
209.9981,-8.25
210.0981,-8.63
210.1981,-0.63
210.2981,2.01
210.3981,3.14
210.4981,1.72
210.5981,-1.85
210.6981,-9.76
210.7981,-7.12
210.8981,-0.72
210.9981,1.07
211.0981,1.82
211.1981,-1.38
211.2981,-5.71
211.3981,-6.56
211.4981,-0.72
211.5981,1.16
211.6981,2.57
211.7981,0.59
211.8981,-4.02
211.9981,-12.68
212.0981,-4.39
212.1981,0.69
212.2981,2.38
212.3981,2.76
212.4981,0.69
212.5981,-4.2
212.6981,-9.38
212.7981,-3.36
212.8981,0.5
212.9981,1.16
213.0981,1.35
213.1981,-3.64
213.2981,-9.0
213.3981,-5.15
213.4981,0.31
213.5981,2.67
213.6981,2.19
213.7981,-0.06
213.8981,-6.37
213.9981,-11.64
214.0981,-2.13
214.1981,1.54
214.2981,2.85
214.3981,1.44
214.4981,-1.29
214.5981,-7.03
214.6981,-6.46
214.7981,-1.19
214.8981,0.5
214.9981,0.97
215.0981,-3.36
215.1981,-11.55
215.2981,-15.97
215.3981,-14.84
215.4981,-10.79
215.5981,-3.92
215.6981,-2.42
215.7981,-4.86
215.8981,-11.73
215.9981,-6.84
216.0981,-0.72
216.1981,1.82
216.2981,1.72
216.3981,0.97
216.4981,-4.11
216.5981,-8.63
216.6981,-2.7
216.7981,0.12
216.8981,1.07
216.9981,-0.06
217.0981,-3.83
217.1981,-11.08
217.2981,-4.11
217.3981,0.31
217.4981,2.48
217.5981,3.32
217.6981,0.22
217.7981,-4.86
217.8981,-12.3
217.9981,-3.83
218.0981,0.5
218.1981,1.63
218.2981,1.16
218.3981,-2.6
218.4981,-8.44
218.5981,-6.28
218.6981,-1.66
218.7981,0.69
218.8981,1.25
218.9981,-0.44
219.0981,-6.37
219.1981,-9.85
219.2981,-1.66
219.3981,2.01
219.4981,3.32
219.5981,2.1
219.6981,0.31
219.7981,-6.75
219.8981,-9.66
219.9981,-1.66
220.0981,1.54
220.1981,2.1
220.2981,-0.16
220.3981,-4.3
220.4981,-8.44
220.5981,-3.55
220.6981,0.22
220.7981,2.19
220.8981,0.69
220.9981,-4.2
221.0981,-14.56
221.1981,-12.2
221.2981,-9.29
221.3981,-11.55
221.4981,-7.69
221.5981,-5.62
221.6981,-5.9
221.7981,-13.43
221.8981,-6.18
221.9981,-0.72
222.0981,1.54
222.1981,1.35
222.2981,-2.04
222.3981,-7.69
222.4981,-6.28
222.5981,0.12
222.6981,1.72
222.7981,0.97
222.8981,-0.16
222.9981,-4.58
223.0981,-13.52
223.1981,-3.73
223.2981,0.69
223.3981,1.91
223.4981,2.67
223.5981,0.5
223.6981,-6.56
223.7981,-9.66
223.8981,-2.7
223.9981,0.88
224.0981,2.01
224.1981,-0.25
224.2981,-4.11
224.3981,-8.16
224.4981,-2.6
224.5981,1.16
224.6981,2.48
224.7981,1.72
224.8981,-1.1
224.9981,-9.19
225.0981,-9.38
225.1981,-0.91
225.2981,2.19
225.3981,2.29
225.4981,0.69
225.5981,-2.42
225.6981,-8.82
225.7981,-4.02
225.8981,0.41
225.9981,1.44
226.0981,1.35
226.1981,-1.48
226.2981,-8.53
226.3981,-7.12
226.4981,-1.19
226.5981,1.72
226.6981,2.76
226.7981,0.88
226.8981,-5.62
226.9981,-17.19
